"county","airport_iata","attribution","countyname","new_metrop","metrop_labels"
"06001","HWD",0.201440803781491,"Alameda","SF","San Francisco"
"06001","LVK",0.466369529119343,"Alameda","SF","San Francisco"
"06001","NUQ",0.0447109800431987,"Alameda","SF","San Francisco"
"06001","OAK",0.169949423797272,"Alameda","SF","San Francisco"
"06001","PAO",0.0391427899820569,"Alameda","SF","San Francisco"
"06001","RHV",0.0494467845196789,"Alameda","SF","San Francisco"
"06001","SJC",0.0287943621720639,"Alameda","SF","San Francisco"
"06001","SQL",0.000145329738907242,"Alameda","SF","San Francisco"
"06003","MEV",0.277121952767048,"Alpine","0",NA
"06003","TVL",0.722878047219657,"Alpine","0",NA
"06005","MHR",0.129169966003143,"Amador","0",NA
"06005","COA",0.023704859256088,"Amador","0",NA
"06005","ODC",0.00119193445784449,"Amador","0",NA
"06005","PVF",0.637277476228513,"Amador","0",NA
"06005","SCK",0.0197290913538289,"Amador","0",NA
"06005","TVL",0.188926672812661,"Amador","0",NA
"06007","GNF",0.0583580581189662,"Butte","0",NA
"06007","BAB",0.00706273083837518,"Butte","0",NA
"06007","CIC",0.386201281906624,"Butte","0",NA
"06007","OVE",0.544014133064338,"Butte","0",NA
"06007","WLW",0.00436379584420672,"Butte","0",NA
"06009","COA",0.729791757805903,"Calaveras","0",NA
"06009","ODC",0.184447053896316,"Calaveras","0",NA
"06009","PVF",0.0196990142270609,"Calaveras","0",NA
"06009","SCK",0.0252959255579136,"Calaveras","0",NA
"06009","TVL",0.0407662486661002,"Calaveras","0",NA
"06011","CKE",0.116233287203911,"Colusa","0",NA
"06011","MYV",0.160969638052702,"Colusa","0",NA
"06011","OVE",0.00868423096188168,"Colusa","0",NA
"06011","SMF",0.00000136425663196061,"Colusa","0",NA
"06011","WLW",0.714111479498846,"Colusa","0",NA
"06013","APC",0.0570113521453922,"Contra Costa","SF","San Francisco"
"06013","CCR",0.41861170985471,"Contra Costa","SF","San Francisco"
"06013","NOT",0.0267418177358812,"Contra Costa","SF","San Francisco"
"06013","HWD",0.0177280964893196,"Contra Costa","SF","San Francisco"
"06013","LVK",0.354149744369978,"Contra Costa","SF","San Francisco"
"06013","OAK",0.0685830166791476,"Contra Costa","SF","San Francisco"
"06013","SCK",0.0163647950984423,"Contra Costa","SF","San Francisco"
"06013","SUU",0.0408094650755719,"Contra Costa","SF","San Francisco"
"06015","BOK",0.0451877605602479,"Del Norte","0",NA
"06015","GTP",0.0285748079216439,"Del Norte","0",NA
"06015","ACV",0.0288240950359249,"Del Norte","0",NA
"06015","CEC",0.89741333722216,"Del Norte","0",NA
"06017","AUN",0.0806557879773796,"El Dorado","SC","Sacremento"
"06017","BLU",0.00533472490194676,"El Dorado","SC","Sacremento"
"06017","MHR",0.0203782821460007,"El Dorado","SC","Sacremento"
"06017","PVF",0.54251105960885,"El Dorado","SC","Sacremento"
"06017","TKF",0.00291258459509226,"El Dorado","SC","Sacremento"
"06017","TVL",0.348207559207641,"El Dorado","SC","Sacremento"
"06019","BIH",0.118006094255547,"Fresno","FN","Fresno"
"06019","CLG",0.184934886529065,"Fresno","FN","Fresno"
"06019","FAT",0.191661464940093,"Fresno","FN","Fresno"
"06019","FCH",0.0692211361493981,"Fresno","FN","Fresno"
"06019","KIC",0.0000000693861598337184,"Fresno","FN","Fresno"
"06019","LSN",0.0656520174675734,"Fresno","FN","Fresno"
"06019","MAE",0.053349853248207,"Fresno","FN","Fresno"
"06019","MCE",0.00568906130749285,"Fresno","FN","Fresno"
"06019","MMH",0.160196894359207,"Fresno","FN","Fresno"
"06019","NLC",0.084414023531887,"Fresno","FN","Fresno"
"06019","VIS",0.0655706733610941,"Fresno","FN","Fresno"
"06019","SYL",0.00130382549210451,"Fresno","FN","Fresno"
"06021","CKE",0.0108202002671837,"Glenn","0",NA
"06021","CIC",0.0507961493995401,"Glenn","0",NA
"06021","OVE",0.0179256869562047,"Glenn","0",NA
"06021","RBL",0.0000558796130888654,"Glenn","0",NA
"06021","UKI",0.0297408054072489,"Glenn","0",NA
"06021","WLW",0.890661279314522,"Glenn","0",NA
"06023","FOB",0.0526647460928568,"Humboldt","0",NA
"06023","ACV",0.260992603973555,"Humboldt","0",NA
"06023","CEC",0.0169829546339145,"Humboldt","0",NA
"06023","EKA",0.168220724246534,"Humboldt","0",NA
"06023","NLN",0.501138971147856,"Humboldt","0",NA
"06025","BLH",0.0978076789693096,"Imperial","0",NA
"06025","BWC",0.120613757111262,"Imperial","0",NA
"06025","CLR",0.217726955895689,"Imperial","0",NA
"06025","CXL",0.0679660843413884,"Imperial","0",NA
"06025","IPL",0.0283384286570222,"Imperial","0",NA
"06025","LGF",0.049852997758267,"Imperial","0",NA
"06025","NJK",0.139975997855646,"Imperial","0",NA
"06025","YUM",0.127162931560016,"Imperial","0",NA
"06025","TRM",0.0000480162220528279,"Imperial","0",NA
"06025","SAS",0.150507151437146,"Imperial","0",NA
"06027","BIH",0.279771004442233,"Inyo","0",NA
"06027","BTY",0.0731799978353445,"Inyo","0",NA
"06027","BYS",0.0300565189350664,"Inyo","0",NA
"06027","DRA",0.058917531499696,"Inyo","0",NA
"06027","HSH",0.00775667565527756,"Inyo","0",NA
"06027","INS",0.00387597764259582,"Inyo","0",NA
"06027","IYK",0.105011765096663,"Inyo","0",NA
"06027","DTH",0.276699292885695,"Inyo","0",NA
"06027","TRH",0.15845560229265,"Inyo","0",NA
"06027","LAS",0.000102538065177509,"Inyo","0",NA
"06027","MMH",0.00617308321903519,"Inyo","0",NA
"06029","BFL",0.191573799728623,"Kern","0",NA
"06029","CLG",0.0124153415777803,"Kern","0",NA
"06029","CRO",0.049280761335908,"Kern","0",NA
"06029","EDW",0.0745134187459008,"Kern","0",NA
"06029","IYK",0.14376401635517,"Kern","0",NA
"06029","MHV",0.079708498725776,"Kern","0",NA
"06029","MIT",0.190693507371573,"Kern","0",NA
"06029","PRB",0.0131759901094106,"Kern","0",NA
"06029","PTV",0.0160918569777555,"Kern","0",NA
"06029","SBA",0.000612974626231979,"Kern","0",NA
"06029","TSP",0.196256855401242,"Kern","0",NA
"06029","WJF",0.0165470926305433,"Kern","0",NA
"06029","SZP",0.0153658874487389,"Kern","0",NA
"06031","CLG",0.191230839332455,"Kings","FN","Fresno"
"06031","CRO",0.491754777022251,"Kings","FN","Fresno"
"06031","NLC",0.236867824956338,"Kings","FN","Fresno"
"06031","VIS",0.0801465587030088,"Kings","FN","Fresno"
"06033","CKE",0.754937533524065,"Lake","0",NA
"06033","STS",0.0902363285747468,"Lake","0",NA
"06033","UKI",0.143015645951222,"Lake","0",NA
"06033","WLW",0.0118104917406876,"Lake","0",NA
"06035","MHS",0.00721631011148938,"Lassen","0",NA
"06035","GNF",0.0356894025815633,"Lassen","0",NA
"06035","AHC",0.25318246824389,"Lassen","0",NA
"06035","NVN",0.0227737641787286,"Lassen","0",NA
"06035","RNO",0.00058494866248661,"Lassen","0",NA
"06035","SVE",0.680553105346115,"Lassen","0",NA
"06037","SPQ",0.0164163261359659,"Los Angeles","LA","Los Angeles"
"06037","CCD",0.0168075580590153,"Los Angeles","LA","Los Angeles"
"06037","AVX",0.0811591117303464,"Los Angeles","LA","Los Angeles"
"06037","BUR",0.0447550658339777,"Los Angeles","LA","Los Angeles"
"06037","CCB",0.0331840280996065,"Los Angeles","LA","Los Angeles"
"06037","CPM",0.0217458077961715,"Los Angeles","LA","Los Angeles"
"06037","EDW",0.0418925284861364,"Los Angeles","LA","Los Angeles"
"06037","EMT",0.0834067080638047,"Los Angeles","LA","Los Angeles"
"06037","FUL",0.0139150352663979,"Los Angeles","LA","Los Angeles"
"06037","HHR",0.0139634816735518,"Los Angeles","LA","Los Angeles"
"06037","LAX",0.0117303245475092,"Los Angeles","LA","Los Angeles"
"06037","LGB",0.0203870204587852,"Los Angeles","LA","Los Angeles"
"06037","NTD",0.0180197253152153,"Los Angeles","LA","Los Angeles"
"06037","PMD",0.13227179319242,"Los Angeles","LA","Los Angeles"
"06037","POC",0.0540578646933433,"Los Angeles","LA","Los Angeles"
"06037","SMO",0.0322107224389464,"Los Angeles","LA","Los Angeles"
"06037","TOA",0.0209848879191501,"Los Angeles","LA","Los Angeles"
"06037","TSP",0.0124190043618046,"Los Angeles","LA","Los Angeles"
"06037","VCV",0.0112647665660939,"Los Angeles","LA","Los Angeles"
"06037","VNY",0.0730728641974366,"Los Angeles","LA","Los Angeles"
"06037","WHP",0.0786231695373,"Los Angeles","LA","Los Angeles"
"06037","WJF",0.109055650715401,"Los Angeles","LA","Los Angeles"
"06037","SZP",0.0228204854408376,"Los Angeles","LA","Los Angeles"
"06037","TWH",0.0358360683824134,"Los Angeles","LA","Los Angeles"
"06039","FAT",0.173769342574126,"Madera","FN","Fresno"
"06039","FCH",0.0193811736253875,"Madera","FN","Fresno"
"06039","MAE",0.368745481038261,"Madera","FN","Fresno"
"06039","MCE",0.0342588410819809,"Madera","FN","Fresno"
"06039","MMH",0.214517141503041,"Madera","FN","Fresno"
"06039","RMY",0.189328019994837,"Madera","FN","Fresno"
"06041","APC",0.0044009395634435,"Marin","SF","San Francisco"
"06041","NOT",0.798943198630737,"Marin","SF","San Francisco"
"06041","OAK",0.0021356652671603,"Marin","SF","San Francisco"
"06041","SFO",0.0320405579375515,"Marin","SF","San Francisco"
"06041","STS",0.162477177600799,"Marin","SF","San Francisco"
"06043","MAE",0.0145617702983131,"Mariposa","0",NA
"06043","MER",0.00837994679930206,"Mariposa","0",NA
"06043","MMH",0.0440456670016151,"Mariposa","0",NA
"06043","RMY",0.929750632675845,"Mariposa","0",NA
"06043","COA",0.00326198361459055,"Mariposa","0",NA
"06045","FOB",0.478896420476205,"Mendocino","0",NA
"06045","CKE",0.0270016473698132,"Mendocino","0",NA
"06045","RBL",0.0105756169985627,"Mendocino","0",NA
"06045","UKI",0.483526314293672,"Mendocino","0",NA
"06047","HLI",0.0427789536249826,"Merced","SF","San Francisco"
"06047","LSN",0.446862105252213,"Merced","SF","San Francisco"
"06047","MAE",0.0306001942138638,"Merced","SF","San Francisco"
"06047","MCE",0.226301720412173,"Merced","SF","San Francisco"
"06047","MER",0.215185336222158,"Merced","SF","San Francisco"
"06047","MOD",0.0274179779245227,"Merced","SF","San Francisco"
"06047","RMY",0.0108537116136842,"Merced","SF","San Francisco"
"06049","MHS",0.0236079501981393,"Modoc","0",NA
"06049","AHC",0.00640655306823624,"Modoc","0",NA
"06049","LKV",0.65051369830765,"Modoc","0",NA
"06049","LMT",0.231173947321228,"Modoc","0",NA
"06049","SVE",0.0882978551103816,"Modoc","0",NA
"06051","BIH",0.197395189652754,"Mono","0",NA
"06051","HTH",0.107306884960179,"Mono","0",NA
"06051","MEV",0.0758439129940445,"Mono","0",NA
"06051","MMH",0.533977670050482,"Mono","0",NA
"06051","RMY",0.00377709030176221,"Mono","0",NA
"06051","EYR",0.071249101392148,"Mono","0",NA
"06051","TVL",0.0104501443186084,"Mono","0",NA
"06053","HLI",0.000152226141852105,"Monterey","0",NA
"06053","HGT",0.232160282126715,"Monterey","0",NA
"06053","CLG",0.0302087201977445,"Monterey","0",NA
"06053","KIC",0.182958101953016,"Monterey","0",NA
"06053","MRY",0.169304371575165,"Monterey","0",NA
"06053","OAR",0.0431932168968431,"Monterey","0",NA
"06053","PRB",0.0243960585798431,"Monterey","0",NA
"06053","SNS",0.146451814072289,"Monterey","0",NA
"06053","WVI",0.0240561182009179,"Monterey","0",NA
"06053","SYL",0.14711912303235,"Monterey","0",NA
"06055","CKE",0.0020465988065713,"Napa","SF","San Francisco"
"06055","APC",0.70661537404719,"Napa","SF","San Francisco"
"06055","NOT",0.00134629647220292,"Napa","SF","San Francisco"
"06055","STS",0.249111393299454,"Napa","SF","San Francisco"
"06055","SUU",0.0408803517818798,"Napa","SF","San Francisco"
"06057","AUN",0.231931551446678,"Nevada","SC","Sacremento"
"06057","BAB",0.0928581984763126,"Nevada","SC","Sacremento"
"06057","BLU",0.466134643590517,"Nevada","SC","Sacremento"
"06057","TKF",0.209075606941465,"Nevada","SC","Sacremento"
"06059","CNO",0.0903145903840615,"Orange","LA","Los Angeles"
"06059","RBK",0.00523042362865068,"Orange","LA","Los Angeles"
"06059","FUL",0.154717023931481,"Orange","LA","Los Angeles"
"06059","LGB",0.046115684403386,"Orange","LA","Los Angeles"
"06059","OCN",0.0442625963973468,"Orange","LA","Los Angeles"
"06059","POC",0.00429253303309939,"Orange","LA","Los Angeles"
"06059","RAL",0.0497938205133912,"Orange","LA","Los Angeles"
"06059","RIV",0.0069486821743715,"Orange","LA","Los Angeles"
"06059","SNA",0.598324694232479,"Orange","LA","Los Angeles"
"06061","AUN",0.222456638971756,"Placer","SC","Sacremento"
"06061","BAB",0.0377936778189643,"Placer","SC","Sacremento"
"06061","BLU",0.329505900977599,"Placer","SC","Sacremento"
"06061","MCC",0.0974416810606362,"Placer","SC","Sacremento"
"06061","MHR",0.00583255967433205,"Placer","SC","Sacremento"
"06061","MYV",0.00196296973771905,"Placer","SC","Sacremento"
"06061","PVF",0.0271789319997158,"Placer","SC","Sacremento"
"06061","SMF",0.000157000433488641,"Placer","SC","Sacremento"
"06061","TKF",0.255839158920755,"Placer","SC","Sacremento"
"06061","TVL",0.0218314844247791,"Placer","SC","Sacremento"
"06063","GNF",0.62514895277958,"Plumas","0",NA
"06063","AHC",0.0136617498733421,"Plumas","0",NA
"06063","CIC",0.000830336476411467,"Plumas","0",NA
"06063","NVN",0.261804825201459,"Plumas","0",NA
"06063","OVE",0.000687607435785493,"Plumas","0",NA
"06063","SVE",0.0978665232275209,"Plumas","0",NA
"06065","BLH",0.267610194356452,"Riverside","LA","Los Angeles"
"06065","BNG",0.0499730424644001,"Riverside","LA","Los Angeles"
"06065","CLR",0.0662358543697125,"Riverside","LA","Los Angeles"
"06065","CNO",0.00929525896520968,"Riverside","LA","Los Angeles"
"06065","RBK",0.0666954808075066,"Riverside","LA","Los Angeles"
"06065","HII",0.000354786280000241,"Riverside","LA","Los Angeles"
"06065","HMT",0.0571801900239906,"Riverside","LA","Los Angeles"
"06065","BXS",0.0157209525344597,"Riverside","LA","Los Angeles"
"06065","OCN",0.00142447404384503,"Riverside","LA","Los Angeles"
"06065","ONT",0.00103336368494183,"Riverside","LA","Los Angeles"
"06065","PSP",0.0887367479438385,"Riverside","LA","Los Angeles"
"06065","RAL",0.0306422815975418,"Riverside","LA","Los Angeles"
"06065","RIV",0.0426204981348685,"Riverside","LA","Los Angeles"
"06065","SBD",0.00415506970601899,"Riverside","LA","Los Angeles"
"06065","TNP",0.113964188070568,"Riverside","LA","Los Angeles"
"06065","TRM",0.0982506265557841,"Riverside","LA","Los Angeles"
"06065","UDD",0.0595219966762831,"Riverside","LA","Los Angeles"
"06065","SAS",0.0265849952748221,"Riverside","LA","Los Angeles"
"06067","AUN",0.00000424946670789187,"Sacramento","SC","Sacremento"
"06067","CCR",0.0037581953041064,"Sacramento","SC","Sacremento"
"06067","MCC",0.102907641027937,"Sacramento","SC","Sacremento"
"06067","MHR",0.518245186666249,"Sacramento","SC","Sacremento"
"06067","SAC",0.259996716615148,"Sacramento","SC","Sacremento"
"06067","SCK",0.000176640562466218,"Sacramento","SC","Sacremento"
"06067","SMF",0.0489452182463128,"Sacramento","SC","Sacremento"
"06067","SUU",0.0659661498132485,"Sacramento","SC","Sacremento"
"06069","HLI",0.372274915152899,"San Benito","SF","San Francisco"
"06069","CLG",0.0541868739824036,"San Benito","SF","San Francisco"
"06069","KIC",0.45160593368272,"San Benito","SF","San Francisco"
"06069","LSN",0.0906899940873049,"San Benito","SF","San Francisco"
"06069","SNS",0.0251140549803722,"San Benito","SF","San Francisco"
"06069","WVI",0.00490053872329298,"San Benito","SF","San Francisco"
"06069","SYL",0.00122768746364806,"San Benito","SF","San Francisco"
"06071","APV",0.0336072427808995,"San Bernardino","LA","Los Angeles"
"06071","BLH",0.0148626081984255,"San Bernardino","LA","Los Angeles"
"06071","BNG",0.00525697064620839,"San Bernardino","LA","Los Angeles"
"06071","BYS",0.19126104365014,"San Bernardino","LA","Los Angeles"
"06071","CCB",0.00714285502247652,"San Bernardino","LA","Los Angeles"
"06071","CNO",0.00359580935788674,"San Bernardino","LA","Los Angeles"
"06071","DAG",0.0900199758055142,"San Bernardino","LA","Los Angeles"
"06071","DRA",0.0000423890801182301,"San Bernardino","LA","Los Angeles"
"06071","EDW",0.0152185740673002,"San Bernardino","LA","Los Angeles"
"06071","EED",0.120155806860521,"San Bernardino","LA","Los Angeles"
"06071","HII",0.0410948459918845,"San Bernardino","LA","Los Angeles"
"06071","HSH",0.0617105314822625,"San Bernardino","LA","Los Angeles"
"06071","IFP",0.0297779489600263,"San Bernardino","LA","Los Angeles"
"06071","IYK",0.0122505536216573,"San Bernardino","LA","Los Angeles"
"06071","RBF",0.0526641622970653,"San Bernardino","LA","Los Angeles"
"06071","TRH",0.0556696579793941,"San Bernardino","LA","Los Angeles"
"06071","ONT",0.0081880651648542,"San Bernardino","LA","Los Angeles"
"06071","POC",0.000607100911540238,"San Bernardino","LA","Los Angeles"
"06071","PSP",0.0102123167244942,"San Bernardino","LA","Los Angeles"
"06071","RAL",0.00186927105942026,"San Bernardino","LA","Los Angeles"
"06071","SBD",0.0227761697529894,"San Bernardino","LA","Los Angeles"
"06071","TNP",0.171005637819457,"San Bernardino","LA","Los Angeles"
"06071","UDD",0.000467001387415468,"San Bernardino","LA","Los Angeles"
"06071","VCV",0.0505434616900057,"San Bernardino","LA","Los Angeles"
"06073","CLD",0.0876992692793405,"San Diego","SD","San Diego"
"06073","RBK",0.0630222684282392,"San Diego","SD","San Diego"
"06073","HMT",0.0000244251242582438,"San Diego","SD","San Diego"
"06073","BXS",0.323082367229188,"San Diego","SD","San Diego"
"06073","MYF",0.0131317843094858,"San Diego","SD","San Diego"
"06073","NJK",0.0202786996071398,"San Diego","SD","San Diego"
"06073","NKX",0.0467081984833781,"San Diego","SD","San Diego"
"06073","NRS",0.0169421327477889,"San Diego","SD","San Diego"
"06073","NZY",0.0182156436610917,"San Diego","SD","San Diego"
"06073","OCN",0.0885736245343425,"San Diego","SD","San Diego"
"06073","SAN",0.0172949838144512,"San Diego","SD","San Diego"
"06073","SDM",0.0740880372622964,"San Diego","SD","San Diego"
"06073","SEE",0.202347812023116,"San Diego","SD","San Diego"
"06073","TRM",0.00188640205338246,"San Diego","SD","San Diego"
"06073","SAS",0.0267043404701343,"San Diego","SD","San Diego"
"06075","NOT",0.0783076227691372,"San Francisco","SF","San Francisco"
"06075","HAF",0.342598803070476,"San Francisco","SF","San Francisco"
"06075","OAK",0.148178482486864,"San Francisco","SF","San Francisco"
"06075","SFO",0.430917616823415,"San Francisco","SF","San Francisco"
"06077","LVK",0.0581099300346002,"San Joaquin","SF","San Francisco"
"06077","MHR",0.0262291644891698,"San Joaquin","SF","San Francisco"
"06077","MOD",0.0266089846097887,"San Joaquin","SF","San Francisco"
"06077","ODC",0.041882696444461,"San Joaquin","SF","San Francisco"
"06077","RHV",0.00265791682071038,"San Joaquin","SF","San Francisco"
"06077","SAC",0.0319153315291445,"San Joaquin","SF","San Francisco"
"06077","SCK",0.811319164004425,"San Joaquin","SF","San Francisco"
"06077","SUU",0.00127681250987266,"San Joaquin","SF","San Francisco"
"06079","HGT",0.0687464995551894,"San Luis Obispo","0",NA
"06079","CLG",0.00215119409130152,"San Luis Obispo","0",NA
"06079","SQA",0.0697517320912409,"San Luis Obispo","0",NA
"06079","MIT",0.053690265257825,"San Luis Obispo","0",NA
"06079","PRB",0.254744357037212,"San Luis Obispo","0",NA
"06079","SBA",0.0100045771626544,"San Luis Obispo","0",NA
"06079","SBP",0.296980807765462,"San Luis Obispo","0",NA
"06079","SMX",0.152283721382348,"San Luis Obispo","0",NA
"06079","SYL",0.0916468615160263,"San Luis Obispo","0",NA
"06081","HAF",0.33176166595088,"San Mateo","SF","San Francisco"
"06081","HWD",0.00203766771048261,"San Mateo","SF","San Francisco"
"06081","NUQ",0.0299849023859979,"San Mateo","SF","San Francisco"
"06081","OAK",0.0224725194498667,"San Mateo","SF","San Francisco"
"06081","PAO",0.0962920926325302,"San Mateo","SF","San Francisco"
"06081","SFO",0.172725044589947,"San Mateo","SF","San Francisco"
"06081","SQL",0.344725324652411,"San Mateo","SF","San Francisco"
"06083","SQA",0.260955595229998,"Santa Barbara","0",NA
"06083","LPC",0.11807518913038,"Santa Barbara","0",NA
"06083","NTD",0.0000715491534624569,"Santa Barbara","0",NA
"06083","OXR",0.0133624872279061,"Santa Barbara","0",NA
"06083","SBA",0.235435915008366,"Santa Barbara","0",NA
"06083","SBP",0.000186521948388278,"Santa Barbara","0",NA
"06083","SMX",0.106505878376176,"Santa Barbara","0",NA
"06083","VBG",0.0596623493933913,"Santa Barbara","0",NA
"06083","SZN",0.188989717840732,"Santa Barbara","0",NA
"06083","TWH",0.0167547811869373,"Santa Barbara","0",NA
"06085","HLI",0.239906675020491,"Santa Clara","SF","San Francisco"
"06085","NUQ",0.0796919394081898,"Santa Clara","SF","San Francisco"
"06085","PAO",0.0312783205737333,"Santa Clara","SF","San Francisco"
"06085","RHV",0.415665862882605,"Santa Clara","SF","San Francisco"
"06085","SJC",0.123845186589856,"Santa Clara","SF","San Francisco"
"06085","WVI",0.10961201662909,"Santa Clara","SF","San Francisco"
"06087","HLI",0.00262732611666103,"Santa Cruz","SF","San Francisco"
"06087","NUQ",0.226658313021187,"Santa Cruz","SF","San Francisco"
"06087","PAO",0.0118385077101221,"Santa Cruz","SF","San Francisco"
"06087","SJC",0.0771710700176072,"Santa Cruz","SF","San Francisco"
"06087","SQL",0.00299939583370665,"Santa Cruz","SF","San Francisco"
"06087","WVI",0.678705389330574,"Santa Cruz","SF","San Francisco"
"06089","MHS",0.324532218658208,"Shasta","RD","Redding"
"06089","GNF",0.0338472968186894,"Shasta","RD","Redding"
"06089","CIC",0.00286685401201936,"Shasta","RD","Redding"
"06089","RDD",0.360641423215626,"Shasta","RD","Redding"
"06089","SVE",0.0191534252711958,"Shasta","RD","Redding"
"06089","BZF",0.258958782363678,"Shasta","RD","Redding"
"06091","GNF",0.144426784317286,"Sierra","0",NA
"06091","BLU",0.285255718023429,"Sierra","0",NA
"06091","NVN",0.335476802572044,"Sierra","0",NA
"06091","RNO",0.0301123915917561,"Sierra","0",NA
"06091","TKF",0.204728302840394,"Sierra","0",NA
"06093","MHS",0.246745728242382,"Siskiyou","0",NA
"06093","ROF",0.405198986143371,"Siskiyou","0",NA
"06093","GTP",0.0406723841705661,"Siskiyou","0",NA
"06093","ACV",0.0230578013487244,"Siskiyou","0",NA
"06093","CEC",0.0510220248117676,"Siskiyou","0",NA
"06093","LMT",0.156924468253607,"Siskiyou","0",NA
"06093","MFR",0.02167582472482,"Siskiyou","0",NA
"06093","AHM",0.0302231530273005,"Siskiyou","0",NA
"06093","NLN",0.0209537577943089,"Siskiyou","0",NA
"06093","BZF",0.0035258712958888,"Siskiyou","0",NA
"06095","APC",0.145857683059322,"Solano","SF","San Francisco"
"06095","CCR",0.0972812453359503,"Solano","SF","San Francisco"
"06095","SAC",0.038942593022951,"Solano","SF","San Francisco"
"06095","SMF",0.013652018213181,"Solano","SF","San Francisco"
"06095","SUU",0.704266460374134,"Solano","SF","San Francisco"
"06097","CKE",0.103909859331855,"Sonoma","SF","San Francisco"
"06097","APC",0.0275485355543329,"Sonoma","SF","San Francisco"
"06097","NOT",0.146192180079292,"Sonoma","SF","San Francisco"
"06097","STS",0.599777925436482,"Sonoma","SF","San Francisco"
"06097","UKI",0.122571495321816,"Sonoma","SF","San Francisco"
"06099","HLI",0.0847510451722737,"Stanislaus","SF","San Francisco"
"06099","LSN",0.046390075349683,"Stanislaus","SF","San Francisco"
"06099","MER",0.0577319603749761,"Stanislaus","SF","San Francisco"
"06099","MOD",0.448902168670919,"Stanislaus","SF","San Francisco"
"06099","ODC",0.285658894761847,"Stanislaus","SF","San Francisco"
"06099","RHV",0.0354401626029999,"Stanislaus","SF","San Francisco"
"06099","SCK",0.0411256937665628,"Stanislaus","SF","San Francisco"
"06101","BAB",0.0187061152916252,"Sutter","SC","Sacremento"
"06101","MCC",0.00562026904945106,"Sutter","SC","Sacremento"
"06101","MYV",0.67570425656872,"Sutter","SC","Sacremento"
"06101","OVE",0.0636787347440909,"Sutter","SC","Sacremento"
"06101","SMF",0.234084566337236,"Sutter","SC","Sacremento"
"06101","WLW",0.00220605906458378,"Sutter","SC","Sacremento"
"06103","GNF",0.0200281218429379,"Tehama","RD","Redding"
"06103","CIC",0.240634360320611,"Tehama","RD","Redding"
"06103","RBL",0.579312951895373,"Tehama","RD","Redding"
"06103","RDD",0.0552654362426038,"Tehama","RD","Redding"
"06103","UKI",0.00136144616843327,"Tehama","RD","Redding"
"06103","WLW",0.0168634181940377,"Tehama","RD","Redding"
"06103","BZF",0.0865342659561184,"Tehama","RD","Redding"
"06105","MHS",0.133290933064868,"Trinity","0",NA
"06105","FOB",0.0787375627577611,"Trinity","0",NA
"06105","ROF",0.000107428922295275,"Trinity","0",NA
"06105","RBL",0.0227727161431898,"Trinity","0",NA
"06105","UKI",0.000026147495911009,"Trinity","0",NA
"06105","NLN",0.395075262428582,"Trinity","0",NA
"06105","BZF",0.36998995070291,"Trinity","0",NA
"06107","BIH",0.0498034122507016,"Tulare","0",NA
"06107","CRO",0.0341484694064892,"Tulare","0",NA
"06107","IYK",0.156973650724789,"Tulare","0",NA
"06107","MIT",0.00245603754980282,"Tulare","0",NA
"06107","PTV",0.508345813801932,"Tulare","0",NA
"06107","TLR",0.0809921400799784,"Tulare","0",NA
"06107","VIS",0.16728047647488,"Tulare","0",NA
"06109","MER",0.00373153691087426,"Tuolumne","0",NA
"06109","MMH",0.097546338966157,"Tuolumne","0",NA
"06109","RMY",0.27119930195368,"Tuolumne","0",NA
"06109","COA",0.539478301796977,"Tuolumne","0",NA
"06109","ODC",0.0142921224291126,"Tuolumne","0",NA
"06109","TVL",0.0737523979865879,"Tuolumne","0",NA
"06111","BFL",0.000384223706206851,"Ventura","LA","Los Angeles"
"06111","NTD",0.107277207556749,"Ventura","LA","Los Angeles"
"06111","OXR",0.176513622972339,"Ventura","LA","Los Angeles"
"06111","SBA",0.0159794440916937,"Ventura","LA","Los Angeles"
"06111","VNY",0.0520016749863101,"Ventura","LA","Los Angeles"
"06111","SZN",0.0444583783052377,"Ventura","LA","Los Angeles"
"06111","SZP",0.591958231411955,"Ventura","LA","Los Angeles"
"06111","TWH",0.0114271881506359,"Ventura","LA","Los Angeles"
"06113","CKE",0.0345498326416895,"Yolo","SC","Sacremento"
"06113","APC",0.0485531903448035,"Yolo","SC","Sacremento"
"06113","MYV",0.00921290052203783,"Yolo","SC","Sacremento"
"06113","SAC",0.150907410716385,"Yolo","SC","Sacremento"
"06113","SMF",0.56320734969387,"Yolo","SC","Sacremento"
"06113","STS",0.00243800188153136,"Yolo","SC","Sacremento"
"06113","SUU",0.168726271105136,"Yolo","SC","Sacremento"
"06113","WLW",0.0224050399238311,"Yolo","SC","Sacremento"
"06115","GNF",0.0501941114142393,"Yuba","SC","Sacremento"
"06115","BAB",0.631125555188181,"Yuba","SC","Sacremento"
"06115","BLU",0.0668814091977495,"Yuba","SC","Sacremento"
"06115","MYV",0.186926270708401,"Yuba","SC","Sacremento"
"06115","OVE",0.0648726534789839,"Yuba","SC","Sacremento"
